timestamp,ORCHIDS,TRANSPORT_FEES,EXPORT_TARIFF,IMPORT_TARIFF,SUNLIGHT,HUMIDITY
808300,1205.0,1.3,10.5,-3.4,3854.1108,83.40146
808400,1205.0,1.3,10.5,-3.4,3854.7097,83.406525
808500,1205.75,1.3,10.5,-3.4,3855.3074,83.41159
808600,1205.75,1.3,10.5,-3.4,3855.904,83.416664
808700,1206.25,1.3,10.5,-3.4,3856.4995,83.421745
808800,1206.5,1.3,10.5,-3.4,3857.0942,83.42683
808900,1206.25,1.3,10.5,-3.4,3857.6877,83.431915
809000,1206.25,1.3,10.5,-3.4,3858.2803,83.43701
809100,1207.25,1.3,10.5,-3.4,3858.8716,83.44211
809200,1208.75,1.3,10.5,-3.4,3859.4622,83.44721
809300,1208.75,1.3,10.5,-3.4,3860.0518,83.452324
809400,1207.75,1.3,10.5,-3.4,3860.6401,83.45744
809500,1207.75,1.3,10.5,-3.4,3861.2275,83.46256
809600,1207.75,1.3,10.5,-3.4,3861.8142,83.46769
809700,1208.75,1.4,10.5,-3.4,3862.3997,83.472824
809800,1209.75,1.4,10.5,-3.4,3862.9844,83.47796
809900,1211.25,1.4,10.5,-3.4,3863.5679,83.4831
810000,1210.25,1.4,10.5,-3.4,3864.1506,83.48825
810100,1209.25,1.4,10.5,-3.4,3864.7324,83.49341
810200,1208.75,1.4,10.5,-3.4,3865.3132,83.498566
810300,1207.75,1.4,10.5,-3.4,3865.893,83.50373
810400,1206.75,1.4,10.5,-3.4,3866.4722,83.5089
810500,1205.75,1.4,10.5,-3.4,3867.0503,83.51408
810600,1203.75,1.4,10.5,-3.4,3867.6274,83.51926
810700,1203.5,1.4,10.5,-3.4,3868.2036,83.524445
810800,1203.5,1.4,10.5,-3.4,3868.779,83.52963
810900,1203.5,1.4,10.5,-3.4,3869.3535,83.534836
811000,1202.75,1.4,10.5,-3.4,3869.927,83.54004
811100,1202.25,1.4,10.5,-3.6,3870.4998,83.54524
811200,1202.25,1.4,10.5,-3.6,3871.0718,83.55046
811300,1202.25,1.4,10.5,-3.6,3871.6428,83.55568
811400,1203.25,1.4,10.5,-3.6,3872.213,83.560905
811500,1203.25,1.4,10.5,-3.6,3872.7822,83.56613
811600,1204.75,1.4,10.5,-3.6,3873.3508,83.57137
811700,1204.5,1.4,10.5,-3.6,3873.9185,83.57661
811800,1203.75,1.4,10.5,-3.6,3874.4854,83.581856
811900,1204.75,1.4,10.5,-3.6,3875.0515,83.58711
812000,1206.25,1.4,10.5,-3.6,3875.6167,83.59237
812100,1206.25,1.4,10.5,-3.6,3876.1812,83.59763
812200,1207.25,1.4,10.5,-3.6,3876.7449,83.6029
812300,1206.25,1.4,10.5,-3.6,3877.3079,83.60817
812400,1206.25,1.4,10.5,-3.6,3877.8699,83.61345
812500,1206.0,1.4,10.5,-3.6,3878.4312,83.61874
812600,1205.75,1.4,11.5,-3.6,3878.992,83.62402
812700,1205.75,1.4,11.5,-3.6,3879.5518,83.629326
812800,1205.75,1.4,11.5,-3.6,3880.1108,83.63462
812900,1206.75,1.4,11.5,-3.6,3880.6692,83.63993
813000,1204.75,1.4,11.5,-3.6,3881.2268,83.64524
813100,1203.75,1.4,11.5,-3.6,3881.784,83.65056
813200,1203.75,1.4,11.5,-3.6,3882.34,83.65588
813300,1202.75,1.4,11.5,-3.6,3882.8955,83.66121
813400,1203.75,1.4,11.5,-3.6,3883.4504,83.66655
813500,1204.75,1.4,11.5,-3.6,3884.0044,83.67188
813600,1204.75,1.4,11.5,-3.6,3884.5579,83.67723
813700,1204.75,1.4,11.5,-3.6,3885.1106,83.68258
813800,1205.0,1.4,11.5,-3.6,3885.6628,83.687935
813900,1205.75,1.4,11.5,-3.6,3886.214,83.6933
814000,1207.75,1.4,11.5,-3.6,3886.765,83.69867
814100,1207.75,1.4,11.5,-3.6,3887.3152,83.70404
814200,1208.75,1.4,11.5,-3.6,3887.8645,83.70942
814300,1208.75,1.4,11.5,-3.6,3888.4133,83.7148
814400,1208.25,1.4,11.5,-3.6,3888.9617,83.72019
814500,1208.5,1.4,11.5,-3.6,3889.5093,83.725586
814600,1209.25,1.4,11.5,-3.6,3890.0562,83.73099
814700,1210.75,1.4,11.5,-3.6,3890.6025,83.73639
814800,1211.75,1.4,11.5,-3.6,3891.1484,83.7418
814900,1211.75,1.4,11.5,-3.6,3891.6936,83.747215
815000,1213.75,1.4,11.5,-3.6,3892.2383,83.75264
815100,1211.75,1.4,11.5,-3.6,3892.7822,83.758064
815200,1209.75,1.4,11.5,-3.6,3893.326,83.763504
815300,1211.25,1.4,11.5,-3.6,3893.8687,83.768936
815400,1211.0,1.5,11.5,-3.6,3894.4111,83.77438
815500,1210.25,1.5,11.5,-3.6,3894.953,83.77983
815600,1208.75,1.5,11.5,-3.6,3895.4941,83.785286
815700,1208.75,1.5,11.5,-3.6,3896.035,83.79075
815800,1208.5,1.5,11.5,-3.6,3896.5752,83.79621
815900,1208.5,1.5,11.5,-3.6,3897.115,83.80169
816000,1209.25,1.5,11.5,-3.6,3897.654,83.80717
816100,1209.5,1.5,11.5,-3.6,3898.1929,83.812645
816200,1210.25,1.5,11.5,-3.6,3898.731,83.81814
816300,1209.25,1.5,11.5,-3.6,3899.2688,83.82363
816400,1209.5,1.5,11.5,-3.6,3899.8062,83.829124
816500,1210.75,1.5,11.5,-3.6,3900.3428,83.83463
816600,1211.0,1.5,11.5,-3.6,3900.8792,83.84014
816700,1211.75,1.5,11.5,-3.6,3901.415,83.84566
816800,1210.75,1.5,11.5,-3.6,3901.9504,83.85118
816900,1211.75,1.5,11.5,-3.6,3902.4854,83.856705
817000,1210.25,1.5,11.5,-3.6,3903.02,83.862236
817100,1212.25,1.5,11.5,-3.6,3903.554,83.867775
817200,1211.25,1.5,11.5,-3.6,3904.0876,83.87332
817300,1209.75,1.5,11.5,-3.6,3904.621,83.87887
817400,1209.5,1.5,11.5,-3.6,3905.1538,83.88442
817500,1210.75,1.5,11.5,-3.6,3905.6863,83.889984
817600,1210.75,1.5,11.5,-3.6,3906.2185,83.89555
817700,1211.25,1.5,11.5,-3.6,3906.75,83.90112
817800,1211.5,1.5,11.5,-3.6,3907.2815,83.9067
817900,1210.75,1.5,11.5,-3.6,3907.8123,83.912285
818000,1211.25,1.5,11.5,-3.6,3908.343,83.91787
818100,1211.25,1.5,11.5,-3.6,3908.8733,83.92346
818200,1209.75,1.5,11.5,-3.6,3909.403,83.92906
818300,1211.75,1.5,11.5,-3.6,3909.9326,83.93467
818400,1213.75,1.5,12.5,-3.6,3910.462,83.94028
818500,1213.75,1.5,12.5,-3.6,3910.9907,83.94589
818600,1214.25,1.5,12.5,-3.6,3911.5193,83.951515
818700,1214.75,1.5,12.5,-3.6,3912.0476,83.95714
818800,1215.75,1.5,12.5,-3.6,3912.5754,83.962776
818900,1216.75,1.5,12.5,-3.6,3913.1033,83.968414
819000,1218.25,1.5,12.5,-3.6,3913.6306,83.97405
819100,1217.75,1.5,12.5,-3.6,3914.1577,83.979706
819200,1217.75,1.5,12.5,-3.6,3914.6843,83.98536
819300,1217.75,1.5,12.5,-3.6,3915.211,83.99102
819400,1217.25,1.5,12.5,-3.6,3915.7373,83.99669
819500,1217.75,1.5,12.5,-3.6,3916.2634,84.00236
819600,1216.25,1.5,12.5,-3.6,3916.789,84.00803
819700,1216.75,1.5,12.5,-3.6,3917.3147,84.01372
819800,1218.25,1.5,12.5,-3.6,3917.84,84.01941
819900,1219.75,1.5,12.5,-3.6,3918.3652,84.0251
820000,1218.75,1.5,12.5,-3.6,3918.8901,84.0308
820100,1219.75,1.5,12.5,-3.6,3919.4148,84.03651
820200,1219.75,1.5,12.5,-3.6,3919.9392,84.04221
820300,1219.75,1.5,12.5,-3.6,3920.4636,84.04793
820400,1218.75,1.5,12.5,-3.6,3920.9875,84.05365
820500,1217.75,1.5,12.5,-3.6,3921.5115,84.05938
820600,1216.75,1.5,12.5,-3.6,3922.0354,84.06511
820700,1215.25,1.5,12.5,-3.6,3922.5588,84.070854
820800,1217.75,1.5,12.5,-3.6,3923.0823,84.0766
820900,1217.75,1.5,12.5,-3.6,3923.6057,84.082344
821000,1218.75,1.6,12.5,-3.6,3924.1287,84.088104
821100,1219.0,1.6,12.5,-3.6,3924.6519,84.093864
821200,1219.0,1.6,12.5,-3.6,3925.1748,84.09963
821300,1219.25,1.6,12.5,-3.6,3925.6975,84.1054
821400,1220.25,1.6,12.5,-3.6,3926.2202,84.111176
821500,1218.75,1.6,12.5,-3.6,3926.7427,84.11696
821600,1218.75,1.6,12.5,-3.6,3927.2651,84.12275
821700,1217.25,1.6,12.5,-3.6,3927.7876,84.12855
821800,1216.75,1.6,12.5,-3.6,3928.3098,84.134346
821900,1217.0,1.6,12.5,-3.6,3928.832,84.14015
822000,1217.25,1.6,12.5,-3.6,3929.354,84.145966
822100,1217.25,1.6,12.5,-3.6,3929.8762,84.15178
822200,1218.75,1.6,12.5,-3.6,3930.3982,84.1576
822300,1219.25,1.6,12.5,-3.6,3930.9202,84.16343
822400,1218.75,1.6,12.5,-3.6,3931.4421,84.169266
822500,1218.75,1.6,12.5,-3.4,3931.964,84.1751
822600,1220.25,1.6,12.5,-3.4,3932.4858,84.18095
822700,1220.5,1.6,12.5,-3.4,3933.0078,84.1868
822800,1220.75,1.6,12.5,-3.4,3933.5295,84.19266
822900,1222.25,1.6,12.5,-3.4,3934.0515,84.19852
823000,1221.75,1.6,12.5,-3.4,3934.5732,84.204384
823100,1222.0,1.6,12.5,-3.4,3935.0952,84.21026
823200,1220.25,1.6,12.5,-3.4,3935.6172,84.21614
823300,1221.25,1.6,12.5,-3.4,3936.1392,84.22202
823400,1221.75,1.6,12.5,-3.4,3936.661,84.22791
823500,1220.25,1.6,12.5,-3.4,3937.183,84.23381
823600,1217.75,1.6,12.5,-3.4,3937.705,84.239716
823700,1218.25,1.6,12.5,-3.4,3938.227,84.24562
823800,1218.75,1.6,12.5,-3.4,3938.7493,84.25153
823900,1219.0,1.6,12.5,-3.4,3939.2715,84.257454
824000,1217.25,1.6,11.5,-3.4,3939.794,84.263374
824100,1217.0,1.6,11.5,-3.4,3940.3162,84.2693
824200,1216.25,1.6,11.5,-3.4,3940.8389,84.27524
824300,1217.25,1.6,11.5,-3.4,3941.3613,84.28118
824400,1217.25,1.6,11.5,-3.4,3941.884,84.287125
824500,1218.25,1.6,11.5,-3.4,3942.407,84.29308
824600,1220.25,1.6,11.5,-3.4,3942.93,84.29904
824700,1220.25,1.6,11.5,-3.4,3943.453,84.305
824800,1220.25,1.6,11.5,-3.4,3943.976,84.310974
824900,1220.75,1.6,11.5,-3.4,3944.4995,84.31695
825000,1219.75,1.6,11.5,-3.4,3945.023,84.32293
825100,1218.25,1.6,11.5,-3.4,3945.5466,84.32891
825200,1217.25,1.6,11.5,-3.4,3946.0706,84.33491
825300,1218.25,1.6,11.5,-3.4,3946.5945,84.340904
825400,1219.25,1.6,11.5,-3.4,3947.1187,84.34691
825500,1219.5,1.6,11.5,-3.4,3947.643,84.35291
825600,1219.75,1.7,11.5,-3.4,3948.1675,84.35893
825700,1219.75,1.7,11.5,-3.4,3948.6924,84.36495
825800,1221.25,1.7,11.5,-3.4,3949.2173,84.37098
825900,1220.75,1.7,11.5,-3.4,3949.7424,84.37701
826000,1221.25,1.7,11.5,-3.4,3950.268,84.38305
826100,1221.25,1.7,11.5,-3.4,3950.7937,84.38909
826200,1221.75,1.7,11.5,-3.4,3951.3196,84.39514
826300,1220.75,1.7,11.5,-3.4,3951.8457,84.40119
826400,1220.5,1.7,11.5,-3.4,3952.372,84.40725
826500,1220.5,1.7,11.5,-3.4,3952.8987,84.41332
826600,1220.5,1.7,11.5,-3.4,3953.4258,84.41939
826700,1219.75,1.7,11.5,-3.4,3953.953,84.42547
826800,1220.75,1.7,11.5,-3.4,3954.4805,84.43155
826900,1223.25,1.7,11.5,-3.4,3955.008,84.43764
827000,1221.75,1.7,11.5,-3.4,3955.5364,84.44373
827100,1222.0,1.7,11.5,-3.4,3956.0647,84.44984
827200,1219.75,1.7,11.5,-3.4,3956.5933,84.45594
827300,1218.75,1.7,11.5,-3.4,3957.1223,84.46205
827400,1219.75,1.7,11.5,-3.4,3957.6516,84.46817
827500,1218.75,1.7,11.5,-3.4,3958.1814,84.47429
827600,1217.25,1.7,11.5,-3.4,3958.7114,84.48042
827700,1218.25,1.7,11.5,-3.4,3959.242,84.48656
827800,1216.75,1.7,11.5,-3.4,3959.7725,84.49269
827900,1217.25,1.7,11.5,-3.4,3960.3037,84.49884
828000,1218.25,1.7,11.5,-3.4,3960.8352,84.50499
828100,1218.25,1.7,11.5,-3.4,3961.367,84.51115
828200,1218.25,1.7,11.5,-3.4,3961.8992,84.51731
828300,1218.0,1.7,11.5,-3.4,3962.432,84.523476
828400,1218.25,1.7,11.5,-3.4,3962.9648,84.529655
828500,1217.25,1.7,11.5,-3.4,3963.4983,84.535835
828600,1216.25,1.7,11.5,-3.4,3964.0322,84.54202
828700,1217.25,1.7,11.5,-3.4,3964.5664,84.54821
828800,1214.75,1.7,11.5,-3.4,3965.1013,84.554405
828900,1214.25,1.7,11.5,-3.4,3965.6365,84.56061
829000,1212.75,1.7,11.5,-3.4,3966.1719,84.56682
829100,1214.25,1.7,11.5,-3.4,3966.708,84.57304
829200,1215.25,1.7,11.5,-3.4,3967.2446,84.579254
829300,1215.75,1.7,11.5,-3.4,3967.7815,84.58548
829400,1216.25,1.7,11.5,-3.4,3968.3188,84.59171
829500,1216.75,1.7,11.5,-3.4,3968.857,84.597946
829600,1217.0,1.7,11.5,-3.4,3969.3953,84.604195
829700,1217.25,1.7,11.5,-3.4,3969.9343,84.61044
829800,1217.25,1.7,11.5,-3.4,3970.4736,84.61669
829900,1217.75,1.7,11.5,-3.4,3971.0137,84.622955
830000,1216.25,1.7,11.5,-3.4,3971.554,84.62922
830100,1215.25,1.7,11.5,-3.4,3972.095,84.63549
830200,1215.25,1.7,11.5,-3.4,3972.6365,84.64177
830300,1215.5,1.7,11.5,-3.4,3973.1787,84.648056
830400,1215.25,1.7,11.5,-3.4,3973.7212,84.65434
830500,1213.75,1.7,11.5,-3.4,3974.2644,84.66064
830600,1214.75,1.7,11.5,-3.4,3974.808,84.66694
830700,1216.25,1.7,11.5,-3.4,3975.3523,84.67324
830800,1216.0,1.7,11.5,-3.4,3975.8972,84.67956
830900,1216.25,1.7,11.5,-3.4,3976.4426,84.685875
831000,1216.0,1.7,11.5,-3.4,3976.9888,84.6922
831100,1216.0,1.7,11.5,-3.4,3977.5354,84.698524
831200,1218.25,1.7,11.5,-3.4,3978.0825,84.704865
831300,1217.25,1.7,11.5,-3.4,3978.6306,84.711205
831400,1217.75,1.7,11.5,-3.4,3979.179,84.71755
831500,1218.0,1.7,11.5,-3.4,3979.728,84.7239
831600,1217.25,1.7,11.5,-3.4,3980.2778,84.73026
831700,1219.25,1.7,11.5,-3.4,3980.8284,84.736626
831800,1219.5,1.7,11.5,-3.4,3981.3794,84.743
831900,1219.25,1.7,11.5,-3.4,3981.931,84.74937
832000,1219.25,1.7,11.5,-3.4,3982.4834,84.75575
832100,1219.75,1.7,11.5,-3.4,3983.0364,84.76214
832200,1219.75,1.7,11.5,-3.4,3983.59,84.76853
832300,1219.75,1.7,11.5,-3.4,3984.1445,84.774925
832400,1221.25,1.7,11.5,-3.4,3984.6997,84.781334
832500,1220.25,1.7,11.5,-3.4,3985.2554,84.78774
832600,1221.25,1.7,11.5,-3.4,3985.812,84.79416
832700,1222.25,1.7,11.5,-3.4,3986.3691,84.80058
832800,1222.25,1.7,11.5,-3.2,3986.9272,84.80701
832900,1220.25,1.7,11.5,-3.2,3987.4858,84.81344
833000,1219.25,1.7,10.5,-3.2,3988.0454,84.81988
833100,1218.25,1.7,10.5,-3.2,3988.6055,84.826324
833200,1218.25,1.7,10.5,-3.2,3989.1665,84.83277
833300,1217.25,1.7,10.5,-3.2,3989.728,84.83923
833400,1217.75,1.7,10.5,-3.2,3990.2905,84.845695
833500,1219.25,1.7,10.5,-3.2,3990.8538,84.85216
833600,1220.75,1.7,10.5,-3.2,3991.4177,84.858635
833700,1221.25,1.7,10.5,-3.2,3991.9827,84.86511
833800,1221.25,1.7,10.5,-3.2,3992.548,84.8716
833900,1220.75,1.7,10.5,-3.2,3993.1145,84.87809
834000,1221.25,1.7,10.5,-3.2,3993.682,84.88459
834100,1219.75,1.7,10.5,-3.2,3994.2498,84.89109
834200,1220.0,1.7,10.5,-3.2,3994.8186,84.8976
834300,1218.75,1.7,10.5,-3.2,3995.3884,84.90411
834400,1219.25,1.7,10.5,-3.2,3995.959,84.91064
834500,1220.25,1.7,10.5,-3.2,3996.5303,84.91716
834600,1219.25,1.7,10.5,-3.2,3997.1025,84.92369
834700,1219.5,1.7,10.5,-3.2,3997.6758,84.93023
834800,1219.5,1.7,10.5,-3.2,3998.2498,84.936775
834900,1219.75,1.7,10.5,-3.2,3998.8245,84.94332
835000,1220.0,1.7,10.5,-3.2,3999.4004,84.949875
835100,1220.75,1.7,10.5,-3.2,3999.977,84.956436
835200,1219.75,1.7,10.5,-3.2,4000.5544,84.963005
835300,1219.5,1.7,10.5,-3.2,4001.1328,84.96958
835400,1220.25,1.7,10.5,-3.2,4001.7122,84.97616
835500,1220.0,1.7,10.5,-3.2,4002.2925,84.98274
835600,1220.0,1.7,10.5,-3.2,4002.8738,84.989334
835700,1220.75,1.7,10.5,-3.2,4003.4558,84.995926
835800,1221.25,1.7,10.5,-3.2,4004.039,85.00253
835900,1221.0,1.7,10.5,-3.2,4004.623,85.00914
836000,1221.75,1.7,10.5,-3.2,4005.208,85.01575
836100,1220.25,1.6,10.5,-3.2,4005.794,85.02237
836200,1220.25,1.6,10.5,-3.2,4006.3809,85.02899
836300,1221.25,1.6,10.5,-3.2,4006.969,85.03563
836400,1220.75,1.6,10.5,-3.2,4007.5579,85.04226
836500,1219.75,1.6,10.5,-3.2,4008.1477,85.048904
836600,1219.75,1.6,10.5,-3.2,4008.7385,85.05556
836700,1219.75,1.6,10.5,-3.2,4009.3306,85.06221
836800,1220.0,1.6,10.5,-3.2,4009.9236,85.06887
836900,1221.25,1.6,10.5,-3.2,4010.5173,85.07553
837000,1220.25,1.6,10.5,-3.2,4011.1125,85.08221
837100,1218.75,1.6,10.5,-3.2,4011.7085,85.08888
837200,1218.25,1.6,10.5,-3.2,4012.3057,85.095566
837300,1218.25,1.6,10.5,-3.2,4012.9038,85.10226
837400,1217.25,1.6,10.5,-3.2,4013.503,85.108955
837500,1217.25,1.6,10.5,-3.2,4014.1033,85.115654
837600,1217.25,1.6,10.5,-3.2,4014.7046,85.12236
837700,1217.75,1.6,10.5,-3.2,4015.307,85.129074
837800,1216.75,1.6,10.5,-3.2,4015.9104,85.135796
837900,1216.25,1.6,10.5,-3.2,4016.5151,85.14252
838000,1216.25,1.6,10.5,-3.2,4017.1208,85.14925
838100,1217.75,1.6,10.5,-3.2,4017.7275,85.15598
838200,1218.25,1.6,10.5,-3.2,4018.3357,85.16273
838300,1219.75,1.6,10.5,-3.2,4018.9446,85.16947
838400,1220.0,1.6,10.5,-3.2,4019.555,85.17623
838500,1220.75,1.6,10.5,-3.2,4020.1663,85.18299
838600,1221.0,1.6,10.5,-3.2,4020.7788,85.18976
838700,1221.75,1.6,10.5,-3.2,4021.3923,85.196526
838800,1221.25,1.6,10.5,-3.2,4022.0073,85.20331
838900,1221.5,1.6,10.5,-3.2,4022.6233,85.21009
839000,1221.75,1.6,10.5,-3.2,4023.2405,85.21688
839100,1221.25,1.6,10.5,-3.2,4023.859,85.22367
839200,1220.75,1.6,10.5,-3.2,4024.4783,85.23048
839300,1221.75,1.6,10.5,-3.2,4025.099,85.23728
839400,1221.5,1.6,10.5,-3.2,4025.7212,85.244095
839500,1222.25,1.6,10.5,-3.2,4026.3442,85.250916
839600,1222.5,1.6,10.5,-3.2,4026.9688,85.25774
839700,1222.5,1.6,10.5,-3.2,4027.5942,85.264565
839800,1222.75,1.6,10.5,-3.2,4028.2212,85.27141
839900,1222.75,1.6,10.5,-3.2,4028.8494,85.278244
840000,1220.75,1.6,10.5,-3.2,4029.4788,85.285095
840100,1220.25,1.6,10.5,-3.2,4030.1094,85.29195
840200,1219.25,1.6,10.5,-3.2,4030.7412,85.29881
840300,1220.25,1.6,10.5,-3.2,4031.3745,85.30568
840400,1220.5,1.6,10.5,-3.2,4032.0088,85.312546
840500,1219.25,1.6,10.5,-3.2,4032.6445,85.31943
840600,1220.25,1.6,10.5,-3.2,4033.2817,85.32631
840700,1220.75,1.6,10.5,-3.2,4033.92,85.3332
840800,1219.75,1.6,10.5,-3.2,4034.5596,85.340096
840900,1219.75,1.6,10.5,-3.2,4035.2007,85.34699
841000,1219.25,1.6,10.5,-3.2,4035.843,85.353905
841100,1219.75,1.6,10.5,-3.2,4036.4866,85.36082
841200,1218.75,1.6,10.5,-3.2,4037.1316,85.36774
841300,1219.25,1.6,10.5,-3.2,4037.7778,85.374664
841400,1219.75,1.6,10.5,-3.2,4038.4255,85.38159
841500,1221.25,1.6,10.5,-3.2,4039.0747,85.38853
841600,1220.75,1.6,10.5,-3.2,4039.725,85.39547
841700,1221.0,1.6,10.5,-3.2,4040.3767,85.40242
841800,1221.25,1.6,10.5,-3.2,4041.03,85.40938
841900,1220.75,1.6,10.5,-3.2,4041.6846,85.416336
842000,1220.75,1.6,10.5,-3.2,4042.3406,85.4233
842100,1221.0,1.6,10.5,-3.2,4042.9978,85.430275
842200,1219.75,1.6,10.5,-3.2,4043.6567,85.437256
842300,1220.0,1.6,10.5,-3.2,4044.317,85.44424
842400,1219.25,1.6,10.5,-3.2,4044.9785,85.45123
842500,1220.75,1.5,10.5,-3.2,4045.6416,85.45823
842600,1220.75,1.5,10.5,-3.2,4046.3062,85.465225
842700,1221.75,1.5,10.5,-3.2,4046.972,85.47224
842800,1222.75,1.5,10.5,-3.2,4047.6394,85.47925
842900,1222.25,1.5,10.5,-3.2,4048.3083,85.48627
843000,1222.25,1.5,10.5,-3.2,4048.9788,85.49329
843100,1223.25,1.5,10.5,-3.2,4049.6504,85.50033
843200,1223.5,1.5,10.5,-3.2,4050.3237,85.50737
843300,1224.25,1.5,10.5,-3.2,4050.9985,85.51441
843400,1225.25,1.5,10.5,-3.2,4051.675,85.52146
843500,1224.75,1.5,10.5,-3.2,4052.3528,85.52852
843600,1224.75,1.5,10.5,-3.2,4053.0322,85.535576
843700,1225.75,1.5,10.5,-3.2,4053.713,85.54265
843800,1226.75,1.5,10.5,-3.2,4054.3955,85.54972
843900,1226.25,1.5,10.5,-3.2,4055.0793,85.5568
844000,1226.5,1.5,10.5,-3.0,4055.765,85.56389
844100,1227.25,1.5,10.5,-3.0,4056.452,85.57098
844200,1227.0,1.5,10.5,-3.0,4057.1404,85.57807
844300,1226.75,1.5,10.5,-3.0,4057.8306,85.585175
844400,1225.75,1.5,10.5,-3.0,4058.5225,85.592285
844500,1226.75,1.5,10.5,-3.0,4059.2156,85.5994
844600,1227.75,1.5,10.5,-3.0,4059.9106,85.60652
844700,1229.25,1.5,10.5,-3.0,4060.6072,85.613655
844800,1229.25,1.5,10.5,-3.0,4061.3052,85.62079
844900,1230.25,1.5,10.5,-3.0,4062.005,85.62792
845000,1228.25,1.5,10.5,-3.0,4062.7063,85.63507
845100,1226.75,1.5,10.5,-3.0,4063.4092,85.64222
845200,1226.75,1.5,10.5,-3.0,4064.1138,85.649376
845300,1227.75,1.5,10.5,-3.0,4064.82,85.65654
845400,1229.75,1.5,10.5,-3.0,4065.528,85.66371
845500,1229.75,1.5,10.5,-3.0,4066.2375,85.67088
845600,1228.25,1.5,10.5,-3.0,4066.9487,85.67807
845700,1227.75,1.5,10.5,-3.0,4067.6616,85.68526
845800,1227.75,1.5,10.5,-3.0,4068.3762,85.69245
845900,1228.75,1.5,10.5,-3.0,4069.0925,85.699646
846000,1228.5,1.5,10.5,-3.0,4069.8103,85.706856
846100,1229.75,1.5,10.5,-3.0,4070.53,85.714066
846200,1227.75,1.5,10.5,-3.0,4071.2515,85.72128
846300,1228.75,1.5,10.5,-3.0,4071.9744,85.72851
846400,1227.25,1.5,10.5,-3.0,4072.6992,85.73573
846500,1227.5,1.5,10.5,-3.0,4073.4258,85.74297
846600,1227.25,1.5,10.5,-3.0,4074.154,85.75021
846700,1226.25,1.5,10.5,-3.0,4074.884,85.75746
846800,1226.25,1.5,10.5,-3.0,4075.6157,85.76471
846900,1225.75,1.5,10.5,-3.0,4076.349,85.77197
847000,1225.25,1.5,10.5,-3.0,4077.0845,85.779236
847100,1225.0,1.5,10.5,-3.0,4077.8215,85.78651
847200,1223.75,1.5,10.5,-3.0,4078.5603,85.793785
847300,1223.25,1.5,10.5,-3.0,4079.301,85.80107
847400,1224.75,1.5,10.5,-3.0,4080.0435,85.80836
847500,1224.75,1.5,10.5,-3.0,4080.7876,85.81565
847600,1225.75,1.5,10.5,-3.0,4081.5337,85.82295
847700,1226.75,1.5,10.5,-3.0,4082.2815,85.83026
847800,1225.75,1.5,10.5,-3.0,4083.031,85.83758
847900,1225.25,1.5,10.5,-3.0,4083.7825,85.844894
848000,1225.0,1.5,10.5,-3.0,4084.536,85.85222
848100,1224.75,1.5,10.5,-3.0,4085.291,85.85955
848200,1224.75,1.5,10.5,-3.0,4086.048,85.86689
848300,1225.75,1.5,10.5,-3.0,4086.807,85.87424
848400,1223.25,1.5,10.5,-3.0,4087.5676,85.881584
848500,1223.25,1.5,10.5,-3.0,4088.3303,85.88894
848600,1221.75,1.5,10.5,-3.0,4089.095,85.8963
848700,1222.75,1.5,10.5,-3.0,4089.8613,85.90367
848800,1222.5,1.5,10.5,-3.0,4090.6296,85.91104
848900,1223.25,1.5,10.5,-3.0,4091.4,85.91842
849000,1224.25,1.5,10.5,-3.0,4092.1719,85.92581
849100,1224.75,1.5,10.5,-3.0,4092.946,85.9332
849200,1227.25,1.5,10.5,-3.0,4093.722,85.9406
849300,1225.75,1.5,10.5,-3.0,4094.4998,85.948006
849400,1224.75,1.5,10.5,-3.0,4095.2798,85.955414
849500,1224.5,1.5,10.5,-3.0,4096.0615,85.96283
849600,1225.25,1.5,10.5,-3.0,4096.845,85.97025
849700,1225.25,1.5,10.5,-3.0,4097.631,85.97768
849800,1226.75,1.5,10.5,-3.0,4098.4185,85.985115
849900,1225.25,1.5,10.5,-3.0,4099.2085,85.99255
850000,1224.25,1.5,10.5,-3.0,4100.0,86.0
850100,1223.25,1.5,10.5,-3.0,4100.7935,86.007454
850200,1221.25,1.5,10.5,-3.0,4101.5894,86.01491
850300,1220.75,1.5,10.5,-3.0,4102.3867,86.02238
850400,1221.25,1.5,10.5,-3.0,4103.1865,86.02985
850500,1222.25,1.5,10.5,-3.0,4103.988,86.03732
850600,1220.75,1.5,10.5,-3.0,4104.7915,86.0448
850700,1220.25,1.5,10.5,-3.0,4105.5967,86.05229
850800,1222.25,1.5,10.5,-3.0,4106.404,86.059784
850900,1222.5,1.5,10.5,-3.0,4107.2134,86.06728
851000,1223.25,1.5,10.5,-3.0,4108.0244,86.07478
851100,1224.25,1.5,10.5,-3.0,4108.837,86.0823
851200,1224.25,1.5,10.5,-3.0,4109.652,86.089806
851300,1223.25,1.5,10.5,-3.0,4110.4688,86.09733
851400,1223.75,1.5,10.5,-3.0,4111.287,86.10485
851500,1222.75,1.5,10.5,-3.0,4112.1074,86.11238
851600,1223.0,1.5,10.5,-3.0,4112.9297,86.11992
851700,1224.75,1.5,10.5,-3.0,4113.7534,86.12746
851800,1225.75,1.5,10.5,-3.0,4114.579,86.135
851900,1225.75,1.5,10.5,-3.0,4115.4067,86.142555
852000,1225.25,1.5,10.5,-3.0,4116.236,86.15011
852100,1225.0,1.5,10.5,-3.0,4117.067,86.15766
